date,skill,model,input_tokens,output_tokens,cache_read,cache_creation
2026-07-17,btc-levels,claude-sonnet-4-6,10,4020,441911,45057
2026-07-17,agent-buzz,claude-opus-4-7,30,16043,1223346,57020
2026-07-17,reflect,claude-opus-4-7,63,26714,6665940,152226
2026-07-17,heartbeat,claude-opus-4-7,36,23271,3077906,119579
2026-07-17,evening-recap,claude-sonnet-4-6,1645,17258,860132,91792
2026-07-18,btc-levels,claude-sonnet-4-6,9,12462,308161,31352
2026-07-18,daily-routine,claude-opus-4-7,1224,32315,6282506,116990
2026-07-18,skill-freshness,claude-sonnet-4-6,24,34642,2042590,107226
2026-07-18,token-alert,claude-opus-4-7,19,19064,841265,54279
2026-07-18,security-digest,claude-opus-4-7,86,45213,6768691,135634
2026-07-18,vuln-scanner,claude-opus-4-7,168,72773,19590440,196633
2026-07-18,list-digest,claude-opus-4-7,26,8985,1157888,38824
2026-07-18,reflect,claude-opus-4-7,30,36153,2289115,105897
2026-07-18,heartbeat,claude-opus-4-7,13921,19372,1606699,147459
2026-07-18,evening-recap,claude-sonnet-4-6,13,15700,1014161,95643
2026-07-19,btc-levels,claude-sonnet-4-6,10,3232,296899,19983
2026-07-19,btc-levels,claude-sonnet-4-6,11,4203,352237,23757
2026-07-19,daily-routine,claude-opus-4-7,87,29819,6782868,87368
2026-07-19,skill-freshness,claude-sonnet-4-6,38,44830,2878650,99610
2026-07-19,token-alert,claude-opus-4-7,30,15073,1231171,52897
2026-07-19,security-digest,claude-opus-4-7,66,36833,7032910,150050
2026-07-19,list-digest,claude-opus-4-7,24,8581,1215175,46034
2026-07-19,fork-skill-digest,claude-sonnet-4-6,128,62200,14029006,200468
2026-07-19,fork-cohort,claude-sonnet-4-6,69,68848,5274019,136979
2026-07-19,heartbeat,claude-opus-4-7,13922,20152,1558846,138781
2026-07-19,evening-recap,claude-sonnet-4-6,15,10754,1139241,91710
2026-07-19,skill-evals,claude-sonnet-4-6,19,19870,959822,55391
2026-07-20,btc-levels,claude-sonnet-4-6,12,3404,299030,19950
2026-07-20,daily-routine,claude-opus-4-7,48,27480,3349493,89612
2026-07-20,unlock-monitor,claude-opus-4-7,41,22165,2181484,80695
2026-07-20,token-alert,claude-opus-4-7,25,19828,1292305,74254
2026-07-20,security-digest,claude-opus-4-7,44,28727,3245408,97121
2026-07-20,skill-security-scan,claude-opus-4-7,31,28537,1756635,102316
2026-07-20,cost-report,claude-sonnet-4-6,22,102894,1358688,89951
2026-07-20,weekly-review,claude-opus-4-7,62,34765,4994297,157398
2026-07-20,evening-recap,claude-sonnet-4-6,11,12892,775165,92143
2026-07-21,btc-levels,claude-sonnet-4-6,10,3898,305681,20791
2026-07-21,btc-levels,claude-sonnet-4-6,8,4654,231485,21547
2026-07-21,daily-routine,claude-opus-4-7,1264,34739,5354003,102677
2026-07-21,skill-freshness,claude-sonnet-4-6,16,27243,1026567,75665
2026-07-21,token-alert,claude-opus-4-7,29,11987,1320641,67087
2026-07-21,security-digest,claude-opus-4-7,2188,29104,3763301,109920
2026-07-21,btc-levels,claude-sonnet-4-6,9,4087,331805,42458
2026-07-21,reflect,claude-opus-4-7,47,32017,3687061,116136
2026-07-21,heartbeat,claude-opus-4-7,2837,18449,872740,82012
2026-07-21,evening-recap,claude-sonnet-4-6,13,12544,943066,85613
2026-07-22,daily-routine,claude-opus-4-7,47,42103,3330625,107841
2026-07-22,github-trending,claude-opus-4-7,29,23544,1723876,108914
2026-07-22,token-alert,claude-opus-4-7,20,15783,1000405,67005
2026-07-22,security-digest,claude-opus-4-7,67,35171,4753498,105595
2026-07-22,agent-buzz,claude-opus-4-7,35,17122,1613779,60310
2026-07-22,action-converter,claude-opus-4-7,20,33304,1640182,125815
2026-07-22,heartbeat,claude-opus-4-7,51,25612,3765821,112694
2026-07-22,evening-recap,claude-sonnet-4-6,14,13517,968352,75607
2026-07-23,btc-levels,claude-sonnet-4-6,14,4427,439404,29264
2026-07-23,btc-levels,claude-sonnet-4-6,13,7651,500506,32136
2026-07-23,daily-routine,claude-opus-4-7,1018,22974,3357667,95149
2026-07-23,skill-freshness,claude-sonnet-4-6,33,37185,2797411,95001
2026-07-23,token-alert,claude-opus-4-7,42,18243,2846467,88242
2026-07-23,security-digest,claude-opus-4-7,65,34116,4853902,100968
2026-07-23,btc-levels,claude-sonnet-4-6,10,5085,450161,56623
2026-07-23,reflect,claude-opus-4-7,0,15067,0,0
2026-07-23,heartbeat,claude-opus-4-7,16,11963,923597,85947
2026-07-23,evening-recap,claude-sonnet-4-6,1901,10556,731831,82180
2026-07-24,daily-routine,claude-opus-4-7,70,20684,4730563,77634
2026-07-24,github-trending,claude-opus-4-7,37,41224,3052754,127659
2026-07-24,token-alert,claude-opus-4-7,26,11318,1134315,73279
2026-07-24,security-digest,claude-opus-4-7,40,26754,2921267,120703
2026-07-24,list-digest,claude-opus-4-7,23,12153,1152035,95015
2026-07-24,action-converter,claude-opus-4-7,83,37919,2630471,135927
2026-07-24,heartbeat,claude-opus-4-7,17,14346,1084287,97552
2026-07-24,evening-recap,claude-sonnet-4-6,10,9177,650989,80078
2026-07-25,btc-levels,claude-sonnet-4-6,10,4501,321583,25231
2026-07-25,btc-levels,claude-sonnet-4-6,9,3691,267868,20650
2026-07-25,skill-freshness,claude-sonnet-4-6,197,49090,2249866,108735
2026-07-25,github-trending,claude-opus-4-7,33,21158,1640632,100766
2026-07-25,token-alert,claude-opus-4-7,26,17290,1247866,62512
2026-07-25,security-digest,claude-opus-4-7,54,37802,3732510,116532
2026-07-25,vuln-scanner,claude-opus-4-7,143,74538,21287382,225587
2026-07-25,agent-buzz,claude-opus-4-7,36,16799,1922080,77187
2026-07-25,reflect,claude-opus-4-7,64,39425,6925162,170252
2026-07-25,heartbeat,claude-opus-4-7,17,19337,1249413,118620
2026-07-25,evening-recap,claude-sonnet-4-6,13,13300,982464,97502
2026-07-26,btc-levels,claude-sonnet-4-6,10,6418,336863,28254
2026-07-26,btc-levels,claude-sonnet-4-6,12,4338,416676,26371
2026-07-26,daily-routine,claude-opus-4-7,1075,24668,1883750,80490
2026-07-26,github-trending,claude-opus-4-7,36,29553,1956724,92675
2026-07-26,token-alert,claude-opus-4-7,21,12730,806109,70945
2026-07-26,security-digest,claude-opus-4-7,99,38543,8342822,113132
2026-07-26,btc-levels,claude-sonnet-4-6,11,5064,463502,50329
2026-07-26,skill-graph,claude-opus-4-7,0,1193,0,0
2026-07-26,fork-skill-digest,claude-sonnet-4-6,0,7501,0,0
2026-07-26,fork-cohort,claude-sonnet-4-6,0,16873,0,0
2026-07-26,heartbeat,claude-opus-4-7,0,7985,0,0
2026-07-26,thought-review,claude-opus-4-7,0,4370,0,0
2026-07-26,skill-evals,claude-sonnet-4-6,0,7664,0,0
2026-07-27,btc-levels,claude-sonnet-4-6,0,2446,0,0
2026-07-27,btc-levels,claude-sonnet-4-6,0,5760,0,0
2026-07-27,daily-routine,claude-opus-4-7,0,3207,0,0
2026-07-27,unlock-monitor,claude-opus-4-7,0,8784,0,0
2026-07-27,security-digest,claude-opus-4-7,0,11289,0,0
2026-07-27,skill-security-scan,claude-opus-4-7,0,4173,0,0
2026-07-27,goal-tracker,claude-opus-4-7,0,11476,0,0
2026-07-27,weekly-review,claude-opus-4-7,48,23149,3151025,102300
2026-07-27,evening-recap,claude-sonnet-4-6,11,9824,590831,56398
2026-07-28,btc-levels,claude-sonnet-4-6,9,3279,260088,19123
2026-07-28,btc-levels,claude-sonnet-4-6,12,3113,297318,19443
2026-07-28,daily-routine,claude-opus-4-7,14,8648,1232300,15217
2026-07-28,github-trending,claude-opus-4-7,48,22219,2627889,67186
2026-07-28,token-alert,claude-opus-4-7,33,16410,1520202,60823
2026-07-28,security-digest,claude-opus-4-7,77,26858,5692059,94753
2026-07-28,btc-levels,claude-sonnet-4-6,14,7800,565897,47270
2026-07-28,agent-buzz,claude-opus-4-7,21,11638,939091,64352
2026-07-28,reflect,claude-opus-4-7,43,30420,3782126,122500
2026-07-28,heartbeat,claude-opus-4-7,22,12862,1431709,103186
2026-07-28,evening-recap,claude-sonnet-4-6,18,14926,1289467,77389
2026-07-29,btc-levels,claude-sonnet-4-6,14,5641,485107,26071
2026-07-29,btc-levels,claude-sonnet-4-6,9,3485,263581,19740
2026-07-29,daily-routine,claude-opus-4-7,2867,28108,3894401,87813
2026-07-29,github-trending,claude-opus-4-7,39,20517,2132350,70345
2026-07-29,token-alert,claude-opus-4-7,20,12930,933662,56432
2026-07-29,security-digest,claude-opus-4-7,59,28458,5071682,113565
2026-07-29,list-digest,claude-opus-4-7,28,14612,1460681,54836
2026-07-29,skill-analytics,claude-sonnet-4-6,29,45340,2889735,163353
2026-07-29,heartbeat,claude-opus-4-7,20,15996,1225454,107634
2026-07-29,evening-recap,claude-sonnet-4-6,8,8406,417998,68139
2026-07-30,skill-freshness,claude-sonnet-4-6,30,39727,2107599,90154
2026-07-30,token-alert,claude-opus-4-7,23,11249,1115245,49184
2026-07-30,security-digest,claude-opus-4-7,51,30896,3647689,98202
2026-07-30,btc-levels,claude-sonnet-4-6,10,5250,377070,42913
2026-07-30,reflect,claude-opus-4-7,45,34335,4236120,151477
2026-07-30,heartbeat,claude-opus-4-7,2530,19967,1018374,135543
2026-07-31,btc-levels,claude-sonnet-4-6,9,4516,268275,20780
2026-07-31,btc-levels,claude-sonnet-4-6,12,7743,420483,28699
2026-07-31,daily-routine,claude-opus-4-7,2247,14611,4830332,96385
2026-07-31,github-trending,claude-opus-4-7,36,20668,1985268,82030
2026-07-31,token-alert,claude-opus-4-7,23,15108,1093598,56084
2026-07-31,security-digest,claude-opus-4-7,54,23470,3253693,103807
2026-07-31,btc-levels,claude-sonnet-4-6,10,3642,337461,38984
2026-07-31,reflect,claude-opus-4-7,21,30557,1720853,114695
2026-07-31,heartbeat,claude-opus-4-7,17,18473,1103833,123462
2026-07-31,evening-recap,claude-sonnet-4-6,10,15849,663039,88442
2026-08-01,daily-routine,claude-opus-4-7,23,13198,1919700,19608
2026-08-01,github-trending,claude-opus-4-7,44,27093,2474353,92401
2026-08-01,token-alert,claude-opus-4-7,17,14022,751539,61461
2026-08-01,security-digest,claude-opus-4-7,33,33124,2366439,118351
2026-08-01,vuln-scanner,claude-opus-4-7,27,18048,2779317,53600
2026-08-01,agent-buzz,claude-opus-4-7,18,21939,1016357,76530
2026-08-01,reflect,claude-opus-4-7,40,30549,3611358,130643
2026-08-01,heartbeat,claude-opus-4-7,26,22149,1836071,98852
2026-08-01,evening-recap,claude-sonnet-4-6,12,10061,843730,93472
2026-08-02,btc-levels,claude-sonnet-4-6,11,3140,283269,24454
2026-08-02,btc-levels,claude-sonnet-4-6,8,5846,237064,22852
2026-08-02,daily-routine,claude-opus-4-7,17,14334,1457189,17386
2026-08-02,github-trending,claude-opus-4-7,38,22679,2126627,73516
2026-08-02,token-alert,claude-opus-4-7,23,10709,1045334,51387
2026-08-02,btc-levels,claude-sonnet-4-6,8,6882,295781,42719
2026-08-02,security-digest,claude-opus-4-7,6498,17443,2448742,109439
2026-08-02,skill-graph,claude-opus-4-7,96,33442,8778315,152241
2026-08-02,action-converter,claude-opus-4-7,62,29249,7204917,150381
2026-08-02,fork-skill-digest,claude-sonnet-4-6,47,85758,4370189,144055
2026-08-02,heartbeat,claude-opus-4-7,40,22867,2746156,94245
2026-08-02,evening-recap,claude-sonnet-4-6,14,15951,1095583,102953
2026-08-02,skill-evals,claude-sonnet-4-6,12,18371,965794,119885
2026-08-03,btc-levels,claude-sonnet-4-6,0,2913,0,0
2026-08-03,btc-levels,claude-sonnet-4-6,0,1793,0,0
2026-08-03,daily-routine,claude-opus-4-7,74,25289,5064244,97932
2026-08-03,evening-recap,claude-sonnet-4-6,9,13840,482662,68905
2026-08-03,thought-review,claude-opus-4-7,26,9204,1306468,49883
2026-08-04,btc-levels,claude-sonnet-4-6,187,11751,382947,32197
2026-08-04,btc-levels,claude-sonnet-4-6,14,4089,404153,25278
2026-08-04,daily-routine,claude-opus-4-7,33,13102,1581057,51179
2026-08-04,github-trending,claude-opus-4-7,34,28838,1666630,74969
2026-08-04,token-alert,claude-opus-4-7,19,13540,974441,68350
2026-08-04,security-digest,claude-opus-4-7,3065,29704,5321143,127228
2026-08-04,btc-levels,claude-sonnet-4-6,11,4475,420126,39120
2026-08-04,reflect,claude-opus-4-7,253,39042,5159407,155009
2026-08-04,heartbeat,claude-opus-4-7,27,20674,2314789,126569
2026-08-04,cost-report,claude-sonnet-4-6,22,100855,1431117,107272
2026-08-05,btc-levels,claude-sonnet-4-6,9,3296,271359,20991
2026-08-05,btc-levels,claude-sonnet-4-6,11,3212,351009,21923
2026-08-05,daily-routine,claude-opus-4-7,13,7695,759037,12857
2026-08-05,github-trending,claude-opus-4-7,263,23809,1392198,80209
2026-08-05,token-alert,claude-opus-4-7,20,13492,999311,67665
2026-08-05,security-digest,claude-opus-4-7,72,34341,6195976,108136
2026-08-05,btc-levels,claude-sonnet-4-6,18143,4360,406907,44612
2026-08-05,agent-buzz,claude-opus-4-7,15,20561,871147,86023
2026-08-05,skill-health,claude-opus-4-7,274,27715,2950807,103399
